BILBAO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
General2015;;Acer;Aesculus;Alnus;Artemisia;Betula;Buxus;Carex;Castanea;Casuarina;Cedrus;Cistaceae;Compositae (otras);Corylus;Cupress/Taxaceae;Cyperus;Chenopo/Amarant;Equium;Ericaceae;Eucalyptus;Fraxinus;Gleditsia;Juglans;Juncaceae;Labiateae;Ligustrum;Mercurialis;Mimosa;Morus;No identificados;Olea;Palmaceae;Pinus;Plantago;Platanus;Poaceae;Populus;Quercus;Rosacea;Rumex;Salix;Sophora;Taraxacum;Tilia;Typha;Ulmus;Umbelliferae;Urticaceae; TOTAL;Alternaria;;
12 Feb.;;0;0;2;0;0;;0;0;;0;;0;11;10;;0;;0;0;4;;0;;;0;0;0;;1;0;;0;0;0;2;0;0;0;0;0;;0;0;;0;0;1;31;0;;
13 Feb.;;0;0;2;0;0;;0;0;;0;;0;17;2;;0;;0;0;1;;0;;;0;0;0;;0;0;;0;0;0;1;0;0;0;0;0;;0;0;;0;0;0;23;1;;
14 Feb.;;0;0;0;0;0;;0;0;;0;;0;1;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1;0;;
15 Feb.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;;
16 Feb.;;0;0;0;0;0;;0;0;;0;;0;4;1;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;1;6;1;;
17 Feb.;;0;0;1;0;0;;0;0;;0;;0;7;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;8;1;;
18 Feb.;;0;0;1;0;0;;0;0;;0;;0;9;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;1;0;0;0;0;0;;0;0;;0;0;0;11;0;;
19 Feb.;;0;0;4;0;0;;0;0;;0;;0;65;2;;0;;0;0;1;;0;;;0;1;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;73;0;;
20 Feb.;;0;0;8;0;0;;0;0;;0;;0;26;3;;0;;0;1;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;38;0;;
21 Feb.;;0;0;0;0;0;;0;0;;0;;0;1;5;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;6;0;;
22 Feb.;;0;0;1;0;0;;0;0;;0;;0;2;0;;0;;0;0;1;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;4;0;;
23 Feb.;;0;0;1;0;0;;0;0;;0;;0;4;4;;1;;0;1;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;1;;0;0;;0;0;0;12;0;;
24 Feb.;;0;0;0;0;0;;0;0;;0;;0;0;1;;0;;0;0;0;;0;;;0;0;0;;0;0;;1;0;0;0;0;0;0;0;1;;0;0;;0;0;0;3;0;;
25 Feb.;;0;0;3;0;0;;0;0;;0;;0;0;1;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;4;0;;
26 Feb.;;0;0;2;0;0;;0;0;;0;;0;3;20;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;25;0;;
27 Feb.;;0;0;5;0;0;;0;0;;0;;0;7;4;;0;;0;0;1;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;1;18;0;;
28 Feb.;;0;0;0;0;0;;0;0;;0;;0;6;1;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;7;0;;
1 Mar.;;0;0;56;0;0;;0;0;;0;;0;89;27;;0;;0;0;6;;0;;;0;0;0;;1;0;;1;0;0;0;0;0;0;0;0;;0;0;;0;0;1;181;0;;
2 Mar.;;0;0;2;0;0;;0;0;;0;;0;1;7;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;10;0;;
3 Mar.;;0;0;22;0;0;;0;0;;0;;0;6;15;;0;;0;0;4;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;47;0;;
4 Mar.;;0;0;19;0;0;;0;0;;0;;0;1;9;;0;;0;1;1;;0;;;0;0;0;;0;0;;16;0;0;1;1;0;0;0;16;;0;0;;0;0;0;65;1;;
5 Mar.;;0;0;104;0;0;;0;0;;0;;0;7;11;;0;;0;0;2;;0;;;0;1;0;;1;0;;82;0;0;1;0;0;0;0;1;;0;0;;1;0;0;211;1;;
6 Mar.;;0;0;95;0;0;;0;0;;0;;0;13;10;;0;;0;0;1;;0;;;0;0;0;;0;0;;14;0;0;1;0;0;0;0;2;;0;0;;0;0;1;137;0;;
7 Mar.;;0;0;33;0;0;;0;0;;0;;0;12;40;;0;;0;0;2;;0;;;0;0;0;;0;0;;5;0;0;0;0;0;0;0;7;;0;0;;1;0;1;101;0;;
8 Mar.;;0;0;3;0;0;;0;0;;0;;0;4;31;;0;;0;0;4;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;11;;0;0;;4;0;0;57;1;;
9 Mar.;;0;0;15;0;0;;0;0;;0;;0;5;13;;0;;0;0;5;;0;;;0;1;0;;2;0;;26;0;0;0;0;0;0;0;7;;0;0;;1;0;1;76;0;;
10 Mar.;;0;0;41;0;0;;0;0;;0;;0;3;20;;0;;0;0;4;;0;;;0;1;0;;0;0;;26;0;0;1;1;0;0;0;23;;0;0;;1;0;1;122;0;;
11 Mar.;;0;0;3;0;0;;0;0;;0;;1;1;10;;0;;0;0;4;;0;;;0;0;0;;0;0;;1;0;0;1;0;0;0;0;5;;0;0;;1;0;1;28;1;;
12 Mar.;;0;0;7;0;0;;0;0;;0;;0;2;14;;0;;0;0;8;;0;;;0;0;0;;4;0;;18;0;0;1;1;0;0;0;13;;0;0;;1;0;1;70;0;;
13 Mar.;;0;0;11;0;0;;0;0;;0;;0;4;13;;0;;0;0;3;;0;;;0;0;0;;2;0;;28;0;0;0;1;0;0;0;5;;0;0;;0;0;0;67;0;;
14 Mar.;;0;0;7;0;0;;0;0;;0;;0;2;8;;0;;0;0;4;;0;;;0;0;0;;0;0;;6;0;0;0;1;0;0;0;0;;0;0;;0;0;0;28;0;;
15 Mar.;;0;0;2;0;0;;0;0;;0;;0;1;4;;0;;0;0;10;;0;;;0;0;0;;3;0;;0;0;0;0;0;0;0;0;2;;0;0;;0;0;1;23;0;;
16 Mar.;;0;0;38;0;0;;0;0;;0;;0;37;56;;0;;0;0;53;;0;;;0;0;0;;2;0;;1380;0;0;1;3;0;0;0;11;;0;0;;0;0;0;1581;0;;
17 Mar.;;0;0;19;0;0;;0;0;;0;;0;53;102;;0;;0;0;61;;0;;;0;1;0;;4;0;;410;1;0;0;2;0;0;0;11;;0;0;;0;0;2;666;1;;
18 Mar.;;0;0;5;0;0;;0;0;;0;;0;12;20;;0;;0;0;22;;0;;;0;1;0;;2;0;;64;0;0;0;1;0;0;0;4;;0;0;;0;0;0;131;1;;
19 Mar.;;0;0;4;0;0;;0;0;;0;;0;4;12;;0;;0;0;10;;0;;;0;1;0;;1;0;;10;0;0;1;1;0;0;0;2;;0;0;;0;0;2;48;0;;
20 Mar.;;0;0;2;0;0;;0;0;;0;;0;3;2;;0;;0;0;6;;0;;;0;0;0;;1;0;;3;0;0;1;0;0;0;0;0;;0;0;;0;0;1;19;0;;
21 Mar.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;1;;0;;;0;0;0;;0;0;;2;0;0;0;1;0;0;0;0;;0;0;;0;0;0;4;0;;
22 Mar.;;0;0;5;0;0;;0;0;;0;;0;2;3;;0;;0;0;8;;0;;;0;0;0;;2;0;;7;0;0;1;1;0;0;0;4;;0;0;;0;0;2;35;0;;
23 Mar.;;0;0;1;0;0;;0;0;;0;;0;0;2;;0;;0;0;2;;0;;;0;0;0;;1;0;;0;0;0;0;1;0;0;0;0;;0;0;;0;0;0;7;0;;
24 Mar.;;0;0;2;0;0;;0;0;;0;;0;0;0;;0;;0;0;3;;0;;;0;0;0;;0;0;;7;0;0;0;2;0;0;0;0;;0;0;;0;0;0;14;0;;
25 Mar.;;0;0;6;0;0;;0;0;;0;;0;0;4;;0;;0;0;8;;0;;;0;0;0;;2;0;;3;0;0;0;1;0;0;0;1;;0;0;;0;0;1;26;0;;
26 Mar.;;0;0;0;0;0;;0;0;;0;;0;0;4;;0;;0;0;0;;0;;;0;0;0;;0;0;;1;0;0;0;0;0;0;0;0;;0;0;;0;0;1;6;0;;
27 Mar.;;0;0;1;0;0;;0;0;;0;;0;2;23;;0;;0;0;2;;0;;;0;0;0;;1;0;;1;0;0;0;2;0;0;0;1;;0;0;;0;0;1;34;0;;
28 Mar.;;0;0;0;0;0;;0;0;;0;;0;6;19;;0;;0;0;29;;0;;;0;0;0;;1;0;;17;0;0;1;1;0;0;0;6;;0;0;;1;0;1;82;0;;
29 Mar.;;0;0;3;0;0;;0;0;;0;;0;19;41;;0;;0;0;74;;0;;;0;0;0;;2;0;;82;0;0;1;0;0;0;0;8;;0;0;;0;0;4;234;0;;
30 Mar.;;0;0;1;0;0;;0;0;;0;;0;0;16;;0;;0;0;25;;0;;;0;0;0;;1;0;;27;0;0;0;1;0;0;0;6;;0;0;;0;0;1;78;0;;
31 Mar.;;0;0;4;0;0;;0;0;;0;;0;1;5;;0;;0;0;16;;0;;;0;0;0;;4;0;;13;0;0;2;5;1;0;0;8;;0;0;;0;0;1;60;0;;
1  Abr.;;0;0;1;0;0;;0;0;;0;;0;0;4;;0;;0;0;4;;0;;;0;0;0;;0;0;;4;0;0;0;3;0;0;0;1;;0;0;;0;0;0;17;0;;
2  Abr.;;1;0;0;0;0;;0;0;;0;;0;0;5;;0;;1;0;11;;1;;;0;0;0;;5;0;;4;1;1;3;13;1;0;0;2;;0;0;;0;0;1;50;0;;
3  Abr.;;1;0;0;0;1;;1;0;;0;;0;0;11;;0;;0;1;8;;0;;;0;1;0;;2;0;;2;0;2;2;3;0;0;0;1;;0;0;;0;0;1;37;0;;
4  Abr.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;1;0;2;0;2;1;0;0;1;;0;0;;0;0;1;8;0;;
5  Abr.;;0;0;2;0;3;;1;0;;0;;0;0;5;;0;;1;0;14;;1;;;0;0;0;;7;0;;7;1;20;2;8;2;0;2;2;;0;0;;0;0;3;81;0;;
6  Abr.;;2;0;3;0;4;;1;0;;1;;0;0;12;;0;;2;1;11;;1;;;0;1;0;;44;0;;14;1;39;14;7;6;0;2;12;;0;0;;2;0;0;180;0;;
7  Abr.;;3;0;4;0;14;;1;0;;2;;0;0;64;;0;;2;1;59;;4;;;0;4;0;;61;0;;168;4;230;14;11;4;1;2;13;;1;0;;0;0;14;681;1;;
8  Abr.;;1;0;1;0;19;;2;0;;0;;0;0;55;;6;;1;0;23;;6;;;0;0;0;;8;1;;50;1;209;1;7;1;0;0;6;;0;0;;1;0;10;409;0;;
9  Abr.;;0;0;0;0;38;;1;0;;0;;0;0;38;;0;;1;0;20;;8;;;0;1;0;;21;0;;65;0;284;2;18;2;2;0;11;;0;0;;1;0;4;517;0;;
10 Abri.;;0;0;0;0;5;;1;0;;0;;0;0;6;;0;;0;0;6;;0;;;0;0;0;;0;0;;4;0;53;0;4;0;0;0;3;;0;0;;1;0;3;86;0;;
11 Abri.;;0;0;0;0;27;;0;0;;0;;0;0;4;;1;;0;0;5;;1;;;0;0;0;;15;0;;7;0;122;0;1;6;0;2;4;;0;0;;0;0;2;197;0;;
12 Abri.;;4;0;0;0;155;;1;0;;0;;0;0;28;;1;;0;0;16;;9;;;0;1;0;;23;0;;28;1;131;3;5;5;1;0;7;;0;0;;1;0;19;439;0;;
13 Abri.;;1;0;0;0;325;;1;0;;0;;0;0;43;;1;;0;0;20;;8;;;0;1;0;;47;0;;25;5;443;5;2;63;0;1;4;;0;0;;1;0;13;1009;0;;
14 Abri.;;1;0;1;0;226;;1;0;;0;;1;0;26;;3;;0;0;9;;5;;;0;0;1;;20;0;;16;2;195;7;4;50;1;1;7;;1;0;;2;0;25;605;0;;
15 Abri.;;1;0;0;0;148;;1;0;;0;;6;0;13;;1;;1;0;12;;2;;;0;0;0;;16;0;;13;1;107;1;2;79;1;0;7;;0;0;;0;0;12;424;0;;
16 Abri.;;0;0;0;0;16;;0;0;;0;;0;0;2;;0;;0;0;2;;0;;;0;0;0;;6;0;;4;3;23;0;0;18;0;1;1;;0;0;;0;0;5;81;0;;
17 Abri.;;0;0;0;0;7;;0;0;;0;;0;0;2;;0;;0;0;1;;0;;;0;0;0;;4;0;;0;2;15;0;0;10;0;1;0;;0;0;;0;0;2;44;0;;
18 Abri.;;0;0;0;0;17;;0;0;;0;;0;0;1;;0;;0;0;1;;0;;;0;0;0;;2;0;;4;1;11;1;0;25;0;0;0;;0;0;;0;0;9;72;0;;
19 Abri.;;0;0;1;0;16;;0;0;;0;;0;0;6;;0;;0;0;1;;0;;;0;0;0;;1;0;;10;1;11;0;0;18;0;1;1;;0;0;;0;0;10;77;0;;
20 Abri.;;0;0;0;0;41;;1;0;;0;;1;0;8;;0;;0;0;1;;1;;;0;0;0;;8;0;;18;2;16;2;0;92;0;1;3;;0;0;;0;1;14;210;0;;
21 Abri.;;14;0;0;0;115;;1;0;;0;;0;1;100;;1;;1;0;7;;5;;;0;0;0;;26;0;;35;1;8;4;0;202;0;8;4;;0;0;;0;0;32;565;2;;
22 Abri.;;0;0;0;0;38;;1;0;;0;;1;0;49;;0;;1;0;5;;0;;;0;0;0;;4;0;;14;1;12;2;0;54;1;1;1;;0;0;;0;0;6;191;0;;
23 Abri.;;0;1;0;0;17;;1;0;;0;;0;0;10;;0;;2;0;5;;1;;;0;0;0;;5;0;;7;5;2;4;0;65;0;1;0;;0;0;;0;0;11;137;0;;
24 Abri.;;0;0;0;0;10;;1;0;;0;;0;0;13;;0;;2;0;4;;2;;;0;0;0;;10;0;;7;2;4;4;0;62;0;5;0;;0;0;;0;0;10;136;1;;
25 Abri.;;1;0;0;0;18;;1;0;;0;;0;0;23;;0;;2;1;11;;1;;;0;0;0;;7;1;;14;4;4;3;0;58;0;1;4;;0;0;;0;0;5;159;0;;
26 Abri.;;0;0;0;0;4;;1;0;;0;;0;0;6;;0;;1;1;1;;2;;;0;0;0;;1;0;;2;4;2;1;0;11;0;2;0;;0;0;;0;0;5;44;0;;
27 Abri.;;0;0;0;0;2;;0;0;;0;;0;0;2;;0;;0;0;1;;0;;;0;0;0;;2;0;;3;0;2;2;0;2;0;0;1;;0;0;;0;0;5;22;1;;
28 Abri.;;1;0;0;0;8;;1;0;;0;;0;0;2;;0;;0;1;1;;2;;;0;0;0;;1;0;;5;2;2;4;0;7;0;0;0;;0;0;;0;0;17;54;0;;
29 Abri.;;0;0;0;0;4;;0;0;;0;;1;0;3;;0;;1;0;1;;1;;;0;0;0;;6;0;;1;3;1;3;0;3;0;2;1;;0;0;;0;0;13;44;0;;
30 Abri.;;1;0;0;0;26;;2;0;;0;;1;0;79;;0;;7;1;26;;1;;;0;1;0;;11;0;;17;8;2;7;0;89;0;2;0;;0;0;;0;0;19;300;2;;
1  May.;;0;0;0;0;5;;1;0;;0;;0;0;14;;0;;2;0;1;;0;;;0;0;0;;1;0;;14;1;2;3;0;35;0;2;0;;0;0;;0;0;11;92;0;;
2  May.;;0;0;0;0;5;;2;0;;0;;1;0;44;;0;;6;0;0;;1;;;0;0;0;;13;0;;12;3;2;7;0;85;0;11;0;;0;0;;0;0;13;205;2;;
3  May.;;0;0;0;0;1;;1;0;;0;;0;0;20;;0;;3;1;0;;0;;;0;0;0;;2;0;;4;4;1;7;0;25;0;1;1;;0;0;;0;0;20;91;1;;
4  May.;;1;1;0;0;2;;0;0;;0;;1;0;69;;1;;15;0;0;;2;;;1;0;0;;0;11;;91;16;10;22;0;228;0;7;2;;0;0;;0;0;14;494;1;;
5  May.;;0;0;0;0;2;;0;0;;0;;0;0;4;;0;;2;1;0;;1;;;0;0;0;;1;0;;8;6;0;4;0;6;0;0;1;;0;0;;0;0;2;38;0;;
6  May.;;0;0;0;0;0;;0;0;;0;;0;0;2;;0;;0;1;0;;0;;;0;0;0;;0;0;;4;1;1;5;0;7;0;0;2;;0;0;;0;0;8;31;0;;
7  May.;;1;0;0;0;2;;1;0;;0;;0;0;61;;4;;5;0;0;;0;;;5;1;0;;11;4;;31;11;1;44;0;265;0;7;4;;1;0;;0;0;28;487;2;;
8  May.;;0;0;0;0;3;;1;0;;0;;0;0;12;;0;;5;0;0;;0;;;0;0;0;;4;3;;9;11;0;22;0;41;0;1;1;;0;0;;0;0;21;134;1;;
9  May.;;6;1;0;0;1;;1;0;;0;;0;0;8;;0;;2;0;0;;0;;;0;0;0;;6;1;;6;8;0;13;0;39;0;5;1;;0;0;;0;0;26;124;0;;
10 May.;;0;0;0;0;2;;1;0;;0;;1;0;72;;0;;8;1;0;;1;;;0;0;0;;6;3;;65;13;0;29;0;194;0;5;0;;0;0;;0;0;34;435;1;;
11 May.;;1;0;0;0;0;;0;0;;0;;1;0;65;;1;;17;0;0;;1;;;0;0;0;;8;16;;120;13;0;28;0;287;0;5;1;;0;1;;0;0;35;600;0;;
12 May.;;1;0;0;0;0;;1;0;;0;;1;0;36;;1;;5;1;0;;0;;;0;0;0;;6;64;;141;20;0;64;0;322;0;13;0;;0;0;;0;0;38;714;0;;
13 May.;;0;0;0;1;1;;0;0;;0;;0;0;10;;2;;53;0;0;;2;;;0;0;0;;5;34;;158;14;0;44;0;178;0;10;2;;0;0;;0;0;35;549;1;;
14 May.;;0;0;0;0;0;;1;0;;0;;0;0;8;;0;;14;4;0;;0;;;0;0;0;;7;7;;91;14;0;27;0;104;0;4;1;;0;0;;0;0;19;301;0;;
15 May.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;4;1;0;1;0;3;0;0;0;;0;0;;0;0;1;10;0;;
16 May.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;1;0;;0;;;0;0;0;;0;0;;1;0;0;3;0;5;0;1;0;;0;0;;0;0;6;17;0;;
17 May.;;0;0;0;0;0;;0;0;;0;;0;0;3;;1;;0;0;0;;0;;;0;0;0;;2;2;;3;1;0;10;0;8;0;0;0;;0;0;;0;0;26;56;0;;
18 May.;;0;0;0;0;0;;0;0;;0;;0;0;2;;0;;1;0;0;;0;;;0;0;0;;1;3;;5;2;0;23;0;14;0;1;0;;0;0;;0;0;7;59;0;;
